MSW3_ID,Scientific,MSWFamilyLatin,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Source,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,ForStrat-Comment,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Source,Activity-Certainty,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel
160,Sminthopsis_crassicaudata,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,15,Ref_117,1
161,Sminthopsis_butleri,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,25,Ref_117,1
162,Sminthopsis_boullangerensis,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_2,D1,19.89,"Ref_2, Ref_3",0
163,Sminthopsis_bindi,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,0,0,Ref_2,D1,17.5,Ref_130,1
164,Sminthopsis_archeri,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,16,Ref_117,1
165,Sminthopsis_aitkeni,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,22.5,Ref_117,1
166,Sminthopsis_granulipes,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,25,Ref_117,1
167,Sminthopsis_gilberti,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,19.5,Ref_117,1
168,Planigale_gilesi,Dasyuridae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,9.2,Ref_117,1
169,Planigale_tenuirostris,Dasyuridae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6.05,Ref_117,1
170,Planigale_novaeguineae,Dasyuridae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,14.9,Ref_117,1
171,Planigale_ingrami,Dasyuridae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,4.25,Ref_117,1
172,Planigale_maculata,Dasyuridae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,11,Ref_117,1
173,Macrotis_lagotis,Thylacomyidae,70,0,0,0,20,0,0,0,0,10,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,1350,Ref_117,1
174,Macrotis_leucura,Thylacomyidae,70,0,0,0,20,0,0,0,0,10,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,354,Ref_117,1
176,Isoodon_auratus,Peramelidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,425,Ref_117,1
177,Isoodon_macrourus,Peramelidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,1600,Ref_117,1
178,Isoodon_obesulus,Peramelidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,775,Ref_117,1
179,Perameles_nasuta,Peramelidae,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,975,Ref_117,1
180,Perameles_gunnii,Peramelidae,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,870,Ref_117,1
181,Perameles_eremiana,Peramelidae,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,500,Ref_117,1
182,Perameles_bougainville,Peramelidae,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,226,Ref_117,1
183,Peroryctes_raffrayana,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,838.5,Ref_117,1
184,Peroryctes_broadbenti,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,4800,Ref_117,1
185,Echymipera_clara,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,1236.5,Ref_117,1
186,Echymipera_davidi,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,950,Ref_117,1
187,Echymipera_echinista,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,1000,Ref_117,1
188,Echymipera_kalubu,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,782.17,Ref_117,1
189,Echymipera_rufescens,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,1100,Ref_117,1
190,Microperoryctes_longicauda,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,NA,1,0,0,Ref_2,D1,538,Ref_117,1
191,Microperoryctes_murina,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,NA,1,0,0,Ref_2,D1,817.52,Ref_178,2
192,Microperoryctes_papuensis,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,158,Ref_117,1
193,Rhynchomeles_prattorum,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,NA,1,0,0,Ref_3,D2,817.52,Ref_178,2
194,Phascolarctos_cinereus,Phascolarctidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,10250,Ref_117,1
195,Lasiorhinus_krefftii,Vombatidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,2900,Ref_117,1
196,Lasiorhinus_latifrons,Vombatidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,25500,Ref_117,1
197,Vombatus_ursinus,Vombatidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_58,ABC,26000,Ref_117,1
198,Burramys_parvus,Burramyidae,40,0,0,0,0,0,30,0,30,0,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,41.5,Ref_117,1
199,Cercartetus_nanus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,24,Ref_117,1
200,Cercartetus_caudatus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,25,Ref_117,1
201,Cercartetus_concinnus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,13,Ref_117,1
202,Cercartetus_lepidus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,7,Ref_117,1
203,Ailurops_melanotis,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,Ar,A,NA,0,0,1,Ref_2,D1,10000,"Ref_2, Ref_3",0
204,Ailurops_ursinus,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,NA,0,0,1,Ref_1,ABC,10000,Ref_117,1
205,Phalanger_lullulae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1632.5,Ref_117,1
206,Phalanger_vestitus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1850,Ref_117,1
207,Phalanger_sericeus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,2003,Ref_117,1
208,Phalanger_rothschildi,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1365,Ref_117,1
209,Phalanger_ornatus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1787.5,Ref_117,1
210,Phalanger_orientalis,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,2168.75,Ref_117,1
211,Phalanger_mimicus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,NA,1,0,0,Ref_2,D1,1846.67,"Ref_2, Ref_3",0
212,Phalanger_matabiru,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,NA,1,0,0,Ref_2,D1,1846.67,"Ref_2, Ref_3",0
213,Phalanger_intercastellanus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,NA,1,0,0,Ref_2,D1,1747.5,Ref_117,1
214,Phalanger_gymnotis,Phalangeridae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,2597.89,Ref_58,1
215,Phalanger_carmelitae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,2047.5,Ref_117,1
216,Phalanger_alexandrae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,NA,1,0,0,Ref_2,D1,1846.67,"Ref_2, Ref_3",0
217,Phalanger_matanim,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1550,Ref_117,1
218,Spilocuscus_rufoniger,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,6000,Ref_117,1
219,Spilocuscus_kraemeri,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_2,D1,Ar,A,NA,1,0,0,Ref_1,ABC,5535.39,"Ref_2, Ref_3",0
220,Spilocuscus_maculatus,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,5106.75,Ref_117,1
221,Spilocuscus_papuensis,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_2,D1,Ar,A,NA,1,0,0,Ref_1,ABC,5535.39,"Ref_2, Ref_3",0
222,Strigocuscus_celebensis,Phalangeridae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,500,Ref_117,1
223,Strigocuscus_pelengensis,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,500,"Ref_2, Ref_3",0
224,Trichosurus_arnhemensis,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1300,Ref_117,1
225,Trichosurus_caninus,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,3500,Ref_117,1
226,Trichosurus_cunninghami,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ref_7,ABC,Ar,A,NA,1,0,0,Ref_2,D1,2293.08,"Ref_2, Ref_3",0
227,Trichosurus_johnstonii,Phalangeridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,2293.08,"Ref_2, Ref_3",0
228,Trichosurus_vulpecula,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,2650,Ref_117,1
229,Wyulda_squamicaudata,Phalangeridae,20,0,0,0,10,0,20,0,0,50,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1675,Ref_117,1
230,Hemibelideus_lemuroides,Pseudocheiridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,952.5,Ref_117,1
231,Petauroides_volans,Pseudocheiridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1300,Ref_117,1
232,Petropseudes_dahli,Pseudocheiridae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1640,Ref_117,1
233,Pseudocheirus_peregrinus,Pseudocheiridae,0,0,0,0,0,0,20,10,0,70,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,900,Ref_117,1
234,Pseudochirulus_caroli,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,456.02,Ref_58,1
235,Pseudochirulus_schlegeli,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,255.44,Ref_58,1
236,Pseudochirulus_mayeri,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,151.75,Ref_58,1
237,Pseudochirulus_larvatus,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_100,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,448.3,"Ref_2, Ref_3",0
238,Pseudochirulus_herbertensis,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1098.34,Ref_58,1
239,Pseudochirulus_forbesi,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,639.16,Ref_58,1
240,Pseudochirulus_cinereus,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_2,D1,Ar,A,NA,1,0,0,Ref_1,ABC,977.48,Ref_58,1
241,Pseudochirulus_canescens,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,300,Ref_58,1
242,Pseudochirops_albertisii,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,784.85,Ref_117,1
243,Pseudochirops_archeri,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1091.5,Ref_117,1
244,Pseudochirops_corinnae,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1123,Ref_117,1
245,Pseudochirops_coronatus,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,Ar,A,NA,1,0,0,Ref_1,ABC,1500,Ref_117,1
246,Pseudochirops_cupreus,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,1724.5,Ref_117,1
247,Dactylopsila_tatei,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,252,Ref_117,1
248,Dactylopsila_trivirgata,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,413.53,Ref_117,1
249,Dactylopsila_palpator,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,398,Ref_117,1
250,Dactylopsila_megalura,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,277.74,Ref_178,2
251,Gymnobelideus_leadbeateri,Petauridae,50,0,0,0,0,0,0,50,0,0,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,127,Ref_117,1
252,Petaurus_abidi,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,278,Ref_117,1
253,Petaurus_breviceps,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,106.28,Ref_117,1
254,Petaurus_norfolcensis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,230,Ref_117,1
255,Petaurus_australis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,575,Ref_117,1
256,Petaurus_gracilis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,353,Ref_117,1
257,Petaurus_biacensis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_2,D1,Ar,A,NA,1,0,0,Ref_1,ABC,90.98,Ref_58,1
258,Tarsipes_rostratus,Tarsipedidae,0,0,0,0,0,0,0,100,0,0,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,9,Ref_117,1
259,Acrobates_pygmaeus,Acrobatidae,80,0,0,0,0,0,0,10,0,10,Ref_1,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,12,Ref_117,1
260,Distoechurus_pennatus,Acrobatidae,40,0,0,0,0,0,40,20,0,0,Ref_113,ABC,Ar,A,NA,1,0,0,Ref_1,ABC,44.1,Ref_117,1
261,Lagorchestes_leporides,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,3000,Ref_117,1
262,Lagorchestes_hirsutus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,1265,Ref_117,1
263,Lagorchestes_conspicillatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,3050,Ref_117,1
264,Lagorchestes_asomatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,1500,Ref_117,1
265,Macropus_fuliginosus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,22000,Ref_117,1
266,Macropus_giganteus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,25875,Ref_117,1
267,Macropus_parryi,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,13500,Ref_117,1
268,Macropus_dorsalis,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,11250,Ref_117,1
269,Macropus_eugenii,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,6500,Ref_117,1
270,Macropus_greyi,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,10000,Ref_117,1
271,Macropus_parma,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,4500,Ref_117,1
272,Macropus_agilis,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,15000,Ref_117,1
273,Macropus_rufogriseus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,16850,Ref_117,1
274,Macropus_irma,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,8000,Ref_117,1
275,Macropus_antilopinus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,27250,Ref_117,1
276,Macropus_robustus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,21262.5,Ref_117,1
277,Macropus_bernardus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,17000,Ref_117,1
278,Macropus_rufus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,46250,Ref_117,1
279,Dendrolagus_inustus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_1,ABC,13031.25,Ref_117,1
280,Dendrolagus_lumholtzi,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_1,ABC,6750,Ref_117,1
281,Dendrolagus_matschiei,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_1,ABC,6960,Ref_117,1
282,Dendrolagus_mbaiso,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_1,ABC,9395.06,Ref_58,1
283,Dendrolagus_pulcherrimus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_2,D1,9511.11,"Ref_2, Ref_3",0
284,Dendrolagus_scottae,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_1,ABC,10375,Ref_117,1
285,Dendrolagus_spadix,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_1,ABC,9100,Ref_117,1
286,Dendrolagus_stellarum,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_2,D1,9511.11,"Ref_2, Ref_3",0
287,Dendrolagus_ursinus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_1,ABC,13250,Ref_117,1
288,Dendrolagus_bennettianus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_1,ABC,10950,Ref_117,1
289,Dendrolagus_dorianus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_1,ABC,9581,Ref_117,1
290,Dendrolagus_goodfellowi,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,NA,1,1,1,Ref_1,ABC,8025,Ref_117,1
291,Dorcopsis_luctuosa,Macropodidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,6352,Ref_117,1
292,Dorcopsis_muelleri,Macropodidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,5500,Ref_117,1
293,Dorcopsis_hageni,Macropodidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,5500,Ref_117,1
294,Dorcopsis_atrata,Macropodidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,5916.5,Ref_117,1
295,Dorcopsulus_vanheurni,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,1785.75,Ref_117,1
296,Dorcopsulus_macleayi,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,2988,Ref_117,1
297,Onychogalea_unguifera,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6650,Ref_117,1
298,Onychogalea_lunata,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,3500,Ref_117,1
299,Onychogalea_fraenata,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,5500,Ref_117,1
300,Petrogale_purpureicollis,Macropodidae,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,5850,Ref_130,1
301,Petrogale_coenensis,Macropodidae,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,4123.14,"Ref_2, Ref_3",0
302,Petrogale_burbidgei,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,1258,Ref_117,1
303,Petrogale_brachyotis,Macropodidae,0,0,0,0,0,0,10,0,10,80,Ref_37,ABC,G,A,NA,1,0,0,Ref_1,ABC,4050,Ref_117,1
304,Petrogale_assimilis,Macropodidae,0,0,0,0,0,0,10,0,0,90,Ref_37,ABC,G,A,NA,1,0,0,Ref_1,ABC,4500,Ref_117,1
305,Petrogale_godmani,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,4750,Ref_117,1
306,Petrogale_xanthopus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,8500,Ref_117,1
307,Petrogale_sharmani,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,4123.14,"Ref_2, Ref_3",0
308,Petrogale_herberti,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,4123.14,"Ref_2, Ref_3",0
309,Petrogale_inornata,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,4600,Ref_117,1
310,Petrogale_lateralis,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,4625,Ref_117,1
311,Petrogale_mareeba,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,NA,1,0,0,Ref_1,ABC,4123.14,"Ref_2, Ref_3",0
312,Petrogale_concinna,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_37,ABC,G,A,NA,1,0,0,Ref_1,ABC,1400,Ref_117,1
313,Petrogale_persephone,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,6200,Ref_117,1
314,Petrogale_rothschildi,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,3400,Ref_117,1
315,Petrogale_penicillata,Macropodidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,7100,Ref_117,1
316,Setonix_brachyurus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,3250,Ref_117,1
317,Thylogale_calabyi,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,4326.13,Ref_117,1
